DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2013,18587.08,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2014,18438.44,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2015,18708.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2016,18669.25,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2017,19387.82,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2018,19905.57,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2019,19746.6,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF23,2020,18550.17,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2011,4476.59,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2012,4268.16,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2013,4340.48,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2014,4387.51,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2015,4397.67,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2016,4325.68,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2017,4461.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2018,4482.22,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2019,4474.36,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF24,2020,4155.35,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2011,56170.57,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2012,55830.09,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2013,56303.28,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2014,57131.34,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2015,57778.35,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2016,57630.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2017,59071.27,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2018,59505.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2019,60081.56,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF3,2020,56551.79,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2011,18607.7,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2012,18644.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2013,19067.25,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2014,19277.29,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2015,18992.75,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2016,19144.18,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2017,19417.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2018,19846.16,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2019,19880.87,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF31,2020,19040.58,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2011,3871.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2012,3867.79,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2013,3904.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2014,3955.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2015,4020.96,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2016,3934.43,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2017,4053.5,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2018,4051.34,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2019,4082.95,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF32,2020,3934.8,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2011,25064.69,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2012,24869.25,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2013,24874.88,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2014,25353.69,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2015,26022.05,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2016,25821.97,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2017,26573.41,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2018,26488.21,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2019,26881.85,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF33,2020,24876.41,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2011,8626.4,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2012,8449,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2013,8456.73,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2014,8545.21,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2015,8742.6,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2016,8729.74,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2017,9027.05,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2018,9119.31,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2019,9235.89,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRF34,2020,8700,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2011,100883.6,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2012,102205.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2013,103924.67,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2014,105990.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2015,108926.39,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2016,110973.13,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2017,114314.14,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2018,117477.67,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2019,121375.97,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG,2020,116152.86,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2011,100883.6,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2012,102205.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2013,103924.67,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2014,105990.04,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2015,108926.39,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2016,110973.13,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2017,114314.14,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2018,117477.67,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2019,121375.97,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG0,2020,116152.86,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2011,41339.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2012,42365.03,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2013,43149.2,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2014,44308.96,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2015,46393.02,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2016,47450.52,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2017,49282.68,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2018,51011.2,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2019,53144.53,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG01,2020,50706.65,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2011,20558.46,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2012,20602.52,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2013,20967.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2014,21219.52,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2015,21522.5,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2016,21807.55,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2017,22416.35,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2018,22827.57,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2019,23473.88,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG02,2020,22621.37,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2011,8380.11,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2012,8071.81,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2013,8418.22,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2014,8459.47,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2015,8542.08,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2016,8624.07,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2017,8719.92,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2018,8990.95,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2019,9129.58,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG03,2020,8942.84,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2011,14161.37,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2012,14397.49,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2013,14476.37,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2014,14738.15,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2015,14635.06,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2016,14767.54,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2017,14937.69,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2018,15041.99,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2019,15301.33,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG04,2020,14407.55,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2011,16443.93,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2012,16768.2,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2013,16913.82,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2014,17263.94,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2015,17833.73,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2016,18323.45,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2017,18957.49,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2018,19605.96,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2019,20326.64,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRG05,2020,19474.45,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2011,84235.09,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2012,85511.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2013,86906.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2014,88969.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2015,91363.32,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2016,93364.07,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2017,96792.73,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2018,98823.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2019,102109,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH,2020,99654.23,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2011,84235.09,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2012,85511.01,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2013,86906.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2014,88969.62,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2015,91363.32,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2016,93364.07,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2017,96792.73,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2018,98823.72,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2019,102109,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH0,2020,99654.23,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2011,13411.83,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2012,13690.76,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2013,13864.16,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2014,14131.66,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2015,14489.2,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2016,14859.45,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2017,15492.61,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2018,15609.39,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2019,16190.04,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH01,2020,15835.3,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2011,22618.34,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2012,22769.55,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2013,23298.88,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2014,23549.93,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2015,24132.13,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2016,24522.87,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2017,25123.8,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2018,25413.13,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2019,26223.56,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH02,2020,25783.51,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2011,30978.43,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2012,31540.79,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2013,32004.86,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2014,33270.6,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2015,34201.66,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2016,35048.19,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2017,36657.79,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2018,37739.86,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2019,39020.43,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH03,2020,37920.77,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2011,17225.73,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2012,17509.9,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2013,17738.97,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2014,18017.42,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2015,18540.33,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2016,18933.56,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2017,19518.52,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2018,20061.34,
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2019,20674.96,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRH04,2020,20114.65,p
ESTAT:NAMA_10R_3GDP$DEFAULTVIEW(1.0),18/04/22 23:00:00,A,MIO_EUR,FRI,2011,154410.08,
